character,pinyin,bihua,n.male,n.female,name.gender,n.1930_1959,n.1960_1969,n.1970_1979,n.1980_1989,n.1990_1999,n.2000_2008,ppm.1930_1959,ppm.1960_1969,ppm.1970_1979,ppm.1980_1989,ppm.1990_1999,ppm.2000_2008,name.ppm,name.uniqueness,corpus.ppm,corpus.uniqueness,name.valence,name.warmth,name.competence
邡,fang1,6,4,4,0,1,2,1,2,1,1,0.003,0.01,0.005,0.01,0.006,0.011,0.008,5.996539467890494,0,6,3.125,2.8,3.2
坊,fang1,7,1755,1242,0.17117117117117117,485,300,489,774,544,401,1.511,1.463,2.34,3.739,3.238,4.456,2.791,5.421246215573565,17.749995176631742,4.726998839656928,2.8125,2.8,2.7
芳,fang1,7,1621795,17846355,-0.833389921487147,6809041,3820554,3853803,3097017,1547657,330659,21211.966,18636.849,18439.249,14961.435,9212.244,3673.989,14355.955,1.8429376608545653,65.27625037783052,4.178642070051759,4.1875,3.7,3.2
钫,fang1,9,547,942,-0.26527871054398927,150,146,261,357,342,233,0.467,0.712,1.249,1.725,2.036,2.589,1.463,5.608535588160897,0.5788041905423396,5.801671729548501,2.6875,2.5,2.7
房,fang2,8,33759,4805,0.7508038585209004,11022,10351,9864,5441,1593,393,34.336,50.493,47.196,26.285,9.482,4.367,28.693,4.527345921715987,362.52435800968533,3.4394664838564433,2.875,3.3,3
纺,fang3,7,302,2321,-0.7697293175752955,675,328,470,697,374,79,2.103,1.6,2.249,3.367,2.226,0.878,2.071,5.512720183556931,49.134044619371934,4.299867256786973,2.8125,3.2,2.8
昉,fang3,8,3086,3395,-0.04767782749575683,477,775,1779,2107,965,378,1.486,3.78,8.512,10.179,5.744,4.2,5.65,5.1771783546968955,0,6,3.5625,3.3,3.2
舫,fang3,10,4693,9005,-0.31479048036209667,6660,2863,2080,1265,619,216,20.748,13.966,9.952,6.111,3.685,2.4,9.477,4.979763056089192,1.0289852276308258,5.692721114909371,3.25,2.9,3.1
放,fang4,8,90968,28005,0.5292209156699419,39206,16977,15820,18738,22218,6085,122.137,82.815,75.694,90.522,132.25,67.611,95.172,4.016951352239932,901.2624362511496,3.044667123169228,2.8125,2.7,3.2
飞,fei1,3,5213572,1743649,0.49875129739302515,378154,565038,1123105,2416833,1886822,584168,1178.05,2756.283,5373.708,11675.522,11231.083,6490.756,6450.9,2.19031237249584,397.6384789025873,3.3994207829849854,4.125,3.4,3.5
妃,fei1,6,9840,129956,-0.8592234398695242,20968,22573,23392,31119,26516,15152,65.321,110.112,111.923,150.333,157.833,168.356,127.313,3.891729340957478,10.418475429762111,4.94239187828295,3.25,3.2,2.6
非,fei1,8,101522,50602,0.3347269332912624,11033,9927,18534,44474,42495,25624,34.371,48.424,88.679,214.85,252.946,284.711,153.997,3.8096767076107048,566.8422372711311,3.24577230689372,2.8125,2.9,3.2
菲,fei1,11,61661,803923,-0.8575274034640197,9087,13829,47742,264744,275193,254488,28.308,67.459,228.431,1278.957,1638.054,2827.644,1011.476,2.9946152626230225,29.776260024567023,4.511784157388869,4.3125,3.2,3.2
绯,fei1,11,415,2047,-0.6628757108042242,138,439,702,636,369,173,0.43,2.141,3.359,3.072,2.196,1.922,2.187,5.496617936526268,2.7653977992578445,5.424189135559839,2.625,3,2.5
霏,fei1,16,16534,82923,-0.6675146043013563,1101,1319,4325,18463,26820,47403,3.43,6.434,20.694,89.193,159.643,526.7,134.349,3.8685449485826973,1.8650357250808718,5.542869958300865,4.125,3.5,3.1
斐,fei3,12,72863,105514,-0.18304489928634296,6675,7643,17351,57494,55133,33656,20.794,37.283,83.019,277.749,328.173,373.956,186.829,3.7262373536691973,5.273549291607982,5.202486685383042,4.125,3.9,3.8
翡,fei3,14,744,5124,-0.7464212678936605,148,232,561,2326,1864,751,0.461,1.132,2.684,11.237,11.095,8.344,5.826,5.16583371605738,4.6304335243387165,5.249458164654953,3.75,3.3,3.1
费,fei4,9,1397,543,0.4402061855670103,456,203,183,404,441,251,1.421,0.99,0.876,1.952,2.625,2.789,1.776,5.556580538217183,367.86221887802026,3.4331358255893467,2.75,2.4,2.7
分,fen1,4,16847,127655,-0.7668267567230903,57333,32896,28480,17420,7139,1170,178.607,160.468,136.268,84.155,42.494,13,102.499,3.985063846309285,2990.5526293788143,2.524103352358037,2.4375,2.3,2.7
芬,fen1,7,169957,9044552,-0.9631110024419098,3699783,2224852,1747731,1032678,431379,82524,11525.804,10852.937,8362.349,4988.783,2567.732,916.933,6535.756,2.184637725808338,29.519013717659316,4.515429505576245,4.0625,3.3,3
纷,fen1,7,305,4715,-0.8784860557768924,199,219,473,2176,1619,334,0.62,1.068,2.263,10.512,9.637,3.711,4.635,5.249106079617874,117.432939103368,3.926527492872188,3.25,3.2,2.8
汾,fen2,7,453,1289,-0.4799081515499426,304,162,245,401,440,190,0.947,0.79,1.172,1.937,2.619,2.111,1.596,5.585695311871668,2.636774645803991,5.439283609342874,3,3,2.7
粉,fen3,10,7186,669340,-0.9787561749289754,258180,179800,137155,72323,25753,3707,804.299,877.073,656.244,349.386,153.292,41.189,480.247,3.317631964782158,128.88039976076092,3.8864563833227117,2.9375,2.9,2.6
份,fen4,6,296,811,-0.46522131887985546,580,103,85,127,156,56,1.807,0.502,0.407,0.614,0.929,0.622,0.814,5.741362717275924,147.01626439775424,3.829690560617865,2.3125,2.4,2.5
奋,fen4,8,42429,13138,0.5271294113412637,9312,10844,11513,11859,9607,2494,29.009,52.898,55.086,57.29,57.185,27.711,46.53,4.323032185705242,145.85865601666958,3.8331004505747175,3.9375,3.4,4
丰,feng1,4,1208088,297327,0.6049899861499985,400543,246670,321665,267105,177650,90655,1247.798,1203.268,1539.067,1290.362,1057.44,1007.278,1224.202,2.9117923029295727,223.16117124243533,3.649439612863093,4.4375,3.8,3.9
风,feng1,4,771131,2518815,-0.5312196613561438,1494010,778233,521324,310076,145870,37764,4654.237,3796.259,2494.373,1497.952,868.274,419.6,2288.449,2.640269026416813,745.3711742650795,3.127045141902709,3.625,3.3,3.1
沣,feng1,7,12759,2150,0.7115836072171172,235,223,767,2240,3518,7957,0.732,1.088,3.67,10.821,20.94,88.411,20.944,4.658684205403527,3.2155788363463307,5.375142784462342,3.4375,3.2,3.3
枫,feng1,8,165961,82373,0.3365950695434375,15262,15787,31829,52929,78929,53542,47.545,77.01,152.292,255.696,469.815,594.911,266.212,3.5731440423912493,9.839671239219772,4.964983889491165,4,3.6,3.2
封,feng1,9,8481,938,0.8008281133878331,1210,883,1983,2863,1847,627,3.769,4.307,9.488,13.831,10.994,6.967,8.226,5.034986549727752,299.24176651038954,3.5225288933609695,3,2.6,3.4
峰,feng1,10,5863450,528587,0.8346107821340834,535958,855481,1969361,1737346,952525,330094,1669.651,4173.078,9422.78,8392.976,5669.792,3667.711,5499.331,2.259611174660652,75.11592161705028,4.118524489784141,4.125,3.4,3.8
烽,feng1,11,86785,4500,0.9014076792463165,1615,2830,6807,20999,33021,26093,5.031,13.805,32.569,101.444,196.554,289.922,106.554,3.968373433294893,2.5724630690770645,5.4470322521042265,3.5625,3.3,3.5
锋,feng1,12,3160501,208152,0.8764182597613942,169098,364792,1022885,1012432,580129,221055,526.785,1779.473,4894.187,4890.976,3453.149,2456.167,3000.123,2.522716204799541,77.43113837921965,4.105511481429722,4.125,2.8,3.9
蜂,feng1,13,1141,3160,-0.4694257149500116,1589,614,611,738,518,247,4.95,2.995,2.923,3.565,3.083,2.744,3.377,5.358823453386886,57.17299171023776,4.235278600808174,2.1875,2.6,2.7
冯,feng2,5,14921,7725,0.3177603108716771,1445,1368,2507,6016,7046,4268,4.502,6.673,11.995,29.063,41.94,47.422,23.599,4.609082547502688,47.719189931379546,4.312299941460087,3.25,2.8,2.8
逢,feng2,10,81983,37974,0.3668731295380845,42014,20373,21150,19176,12072,5114,130.885,99.38,101.196,92.638,71.857,56.822,92.13,4.030910397045078,35.62861350671734,4.436179520259238,3.25,3,3.3
凤,feng4,4,1899398,16170557,-0.7897728024225849,7473507,4232507,2959868,2057638,1020675,309962,23281.953,20646.376,14162.048,9940.28,6075.446,3444.022,12925.021,1.888535142844979,59.23096216549941,4.2201801990935826,4.3125,3.8,3.5
奉,feng4,8,50473,31710,0.22830755752406215,29603,15772,13874,10620,8244,4067,92.221,76.937,66.383,51.304,49.071,45.189,63.518,4.190319103812934,62.317917848391886,4.1984733749502645,3.5,3.6,3.5
俸,feng4,10,2109,933,0.3865877712031558,666,378,372,458,611,553,2.075,1.844,1.78,2.213,3.637,6.144,2.949,5.403512866263456,1.7364125716270187,5.562818423007135,2.8125,2.8,3.1
佛,fo2,7,25361,11699,0.3686454398273071,19525,4774,2954,4901,3762,1082,60.826,23.288,14.134,23.676,22.393,12.022,26.057,4.567720358354544,189.4619050375258,3.720191876085138,2.875,3.3,3.1
夫,fu1,4,267998,68595,0.5924157662221139,159283,67144,40933,32405,25875,10989,496.209,327.532,195.852,156.546,154.018,122.1,242.043,3.6143168827365364,380.14573003286324,3.418908941258118,3,2.9,3
敷,fu1,15,91,85,0.03409090909090909,72,24,14,24,31,11,0.224,0.117,0.067,0.116,0.185,0.122,0.139,5.9434762759209,10.997279620304452,4.920917218937925,2.5625,2.5,2.8
伏,fu2,6,74242,100337,-0.14947387715590077,94726,42171,24299,9193,3321,825,295.097,205.712,116.263,44.411,19.768,9.167,115.07,3.935280015559093,99.36138604310162,3.9984333494826356,2.625,2.8,2.8
芙,fu2,7,2406,155921,-0.9696072053408452,37706,26742,35256,26572,20088,12073,117.464,130.449,168.689,128.367,119.571,134.144,133.114,3.8725258843006216,8.874997588315871,5.005463001765425,3.8125,3.4,3.2
孚,fu2,7,2971,777,0.5853788687299893,1681,392,322,417,469,459,5.237,1.912,1.541,2.014,2.792,5.1,3.099,5.387322081683498,7.524454477050414,5.0693334041463,3.0625,2.8,2.9
绂,fu2,8,72,26,0.46938775510204084,65,5,9,5,9,5,0.202,0.024,0.043,0.024,0.054,0.056,0.067,5.97183558057553,0,6,2.875,2.6,2.7
符,fu2,11,1338,699,0.3136966126656848,769,320,279,284,257,136,2.396,1.561,1.335,1.372,1.53,1.511,1.618,5.582030357785263,137.36952788871525,3.858959540853793,3,3,2.8
涪,fu2,11,983,216,0.6396997497914929,155,118,160,190,308,268,0.483,0.576,0.766,0.918,1.833,2.978,1.259,5.646083769079637,1.7364125716270187,5.562818423007135,3.125,3.1,3
福,fu2,13,7617439,1830935,0.6124338431141697,4317666,2014433,1440631,921184,522228,236086,13450.673,9826.502,6892.971,4450.164,3108.5,2623.178,6725.331,2.1722217650415323,212.29251477558475,3.6710243852852167,4.625,4.4,2.9
甫,fu3,7,358992,27683,0.8568151548458007,205751,69254,47742,34621,20569,9048,640.969,337.824,228.431,167.251,122.435,100.533,266.241,3.5730969118110574,27.203796955489956,4.5496924205524945,3.6875,3.6,3.5
府,fu3,8,24676,803,0.9369676988892813,7550,3903,4004,5070,3620,1338,23.52,19.039,19.158,24.493,21.548,14.867,20.438,4.668815733413917,312.0397702790479,3.50440048380971,3.375,2.9,3.1
俯,fu3,10,79,4,0.9036144578313253,6,5,20,22,17,13,0.019,0.024,0.096,0.106,0.101,0.144,0.082,5.9657727392294495,19.35778459480491,4.691269485205669,2.4375,2.6,2.8
辅,fu3,11,17045,1181,0.8704049160539888,8405,2667,2412,1941,1684,1068,26.184,13.01,11.541,9.377,10.024,11.867,13.667,4.833658708016502,39.68024284051372,4.390616463222737,3,3.4,3
付,fu4,5,1437762,419838,0.5479780361757106,874998,442755,303620,151452,61601,15428,2725.85,2159.78,1452.727,731.652,366.673,171.422,1268.017,2.896532559972482,115.82514968519483,3.93246365385244,3.1875,2.7,3.2
阜,fu4,8,2266,211,0.8296326201049656,745,289,347,509,435,156,2.321,1.41,1.66,2.459,2.589,1.733,2.029,5.518700726667144,6.752715556327294,5.110546149808851,3.375,2.9,3.2
复,fu4,9,55569,17209,0.5270823600538624,37366,13510,10355,6452,3568,1420,116.405,65.902,49.545,31.169,21.238,15.778,50.006,4.292378733438867,513.5922517412359,3.28853675728494,3.125,3,3.4
赋,fu4,12,8663,616,0.867227071882746,1102,894,1310,1708,2240,2026,3.433,4.361,6.268,8.251,13.333,22.511,9.693,4.970900433176457,39.101438649971385,4.396840046668186,4.1875,3.4,3.7
傅,fu4,12,4322,800,0.6876220226474034,1249,519,459,763,1319,838,3.891,2.532,2.196,3.686,7.851,9.311,4.911,5.228339040651113,62.253606271664964,4.198914709057486,3.375,3.6,3.5
富,fu4,12,4678606,646489,0.7571915618406808,2179322,1099169,842327,589729,412862,199220,6789.165,5361.8,4030.273,2848.932,2457.512,2213.556,3950.206,2.403270327359539,350.94827419883853,3.453521160046637,4.4375,3.3,3.4
馥,fu4,18,5441,29443,-0.688051828918702,9241,2942,2796,5432,7575,6944,28.788,14.351,13.378,26.242,45.089,77.156,34.167,4.453864678570087,1.4148546879923856,5.617108997459784,4.3125,3.8,3.4
伽,ga1,7,2493,4389,-0.27550130775937226,114,69,324,1285,2122,2963,0.355,0.337,1.55,6.208,12.631,32.922,9.001,4.999956572723137,12.605069038477616,4.866299250065495,3.0625,2.8,2.9
嘎,ga1,14,17208,13541,0.11925591076132556,6864,4959,6296,7045,4400,1183,21.383,24.19,30.124,34.034,26.19,13.144,24.844,4.587640267631869,18.007241483539453,4.721080907616734,2.4375,2.6,2.5
尕,ga3,5,3441,11351,-0.5347485127095727,5676,2864,3276,1545,1185,246,17.682,13.971,15.675,7.464,7.054,2.733,10.763,4.929481902980131,0,6,2.75,2.8,2.6
改,gai3,7,71320,973131,-0.8634306444246787,422844,261610,193303,125758,36490,5409,1317.271,1276.146,924.895,607.527,217.202,60.1,733.857,3.133797164525487,805.8883679651174,3.0931865452410707,2.3125,2.4,2.8
盖,gai4,11,6191,810,0.7686044850735609,541,355,536,1943,2923,703,1.685,1.732,2.565,9.386,17.399,7.811,6.763,5.109970413836583,140.1349256879731,3.8503655010816256,2.75,2.8,3
甘,gan1,5,9364,5995,0.2193502181131584,4408,1734,1697,2642,3138,1711,13.732,8.459,8.12,12.763,18.679,19.011,13.461,4.839801673883431,65.59780826146515,4.176540063256338,3.5625,3.4,2.9
敢,gan3,11,24836,966,0.9251220835594139,2110,3966,7657,7026,3975,1069,6.573,19.346,36.636,33.942,23.661,11.878,22.006,4.638158884544673,170.1041204427209,3.766739531873337,3.625,2.9,3.3
感,gan3,13,981,290,0.5436664044059796,111,65,101,240,420,334,0.346,0.317,0.483,1.159,2.5,3.711,1.419,5.61636413163812,920.8131555761353,3.0353570981714113,3.4375,3.6,3.1
干,gan4,3,195905,60130,0.5302985919893765,101337,54640,47531,30334,17026,5057,315.692,266.537,227.421,146.541,101.345,56.189,185.621,3.729039487754766,853.7361810499508,3.068167911932089,2.25,2.4,2.8
淦,gan4,11,53046,3899,0.8630608481868469,17382,6865,6051,8479,10918,7219,54.15,33.488,28.952,40.961,64.988,80.211,50.458,4.288547097368641,0,6,3.0625,3,3.3
赣,gan4,21,6266,987,0.7278367572039156,1140,1296,1085,1395,1424,915,3.551,6.322,5.191,6.739,8.476,10.167,6.741,5.1112029325433195,10.032605969400551,4.957321892414204,3,2.8,2.7
冈,gang1,4,4260,195,0.9124579124579124,520,552,1051,1355,811,163,1.62,2.693,5.029,6.546,4.827,1.811,3.754,5.322940822607839,17.42843729299711,4.734511490814716,2.75,2.7,3.2
刚,gang1,6,5298773,54426,0.9796659903732329,687832,933431,1717787,1368402,554739,91909,2142.779,4553.322,8219.077,6610.638,3302.018,1021.211,4308.174,2.36560596919449,339.88668300180717,3.4673899644848007,4,3,3.7
纲,gang1,7,63647,1220,0.9623845715078545,10539,8565,23380,14300,6226,1890,32.832,41.78,111.866,69.082,37.06,21,52.27,4.27351730321517,61.031686313853356,4.207386412501861,3.375,2.9,3.3
钢,gang1,9,433473,6684,0.9696290187364963,54907,77461,136806,104084,49279,17938,171.05,377.859,654.574,502.821,293.327,199.311,366.49,3.4347544742774945,129.33058079784942,3.88495366937184,3.5625,2.7,3.1
罡,gang1,10,35173,796,0.9557396647112791,925,2656,9519,9905,8044,4894,2.882,12.956,45.545,47.85,47.881,54.378,35.249,4.440703969795671,0.32155788363463306,5.87891381021477,3.375,3.1,3.8
岗,gang3,7,248584,2906,0.9768897371664877,37343,40479,77736,65860,26371,3699,116.333,197.459,371.943,318.164,156.97,41.1,200.328,3.6960958207404975,56.65849909642235,4.239136666884084,2.875,3,3.2
港,gang3,12,89578,4024,0.9140189312194184,2494,3065,11572,15693,52808,7775,7.769,14.951,55.368,75.812,314.333,86.389,92.437,4.029481113985544,94.08783675149364,4.0218750326897945,3.125,3.1,3
皋,gao1,10,3996,113,0.9449987831589195,2262,420,414,533,320,159,7.047,2.049,1.981,2.575,1.905,1.767,2.887,5.410385459368734,2.0579704552616516,5.514566714861834,3.5,2.6,3
高,gao1,10,1989633,247741,0.7785430598549907,744971,404433,404269,355307,236205,91857,2320.782,1972.844,1934.301,1716.459,1405.982,1020.633,1728.5,2.7620794336496197,1892.239522036362,2.722794438060398,4,3.3,3.7
郜,gao4,9,78,14,0.6956521739130435,8,2,6,24,37,17,0.025,0.01,0.029,0.116,0.22,0.189,0.098,5.959397659885927,0,6,3.1875,3.1,3.3
戈,ge1,4,49167,17842,0.4674745183482816,5574,7298,11276,14983,17071,10844,17.364,35.6,53.952,72.382,101.613,120.489,66.9,4.168130225719498,24.824268616593674,4.587971969528591,3.4375,3,3.8
鸽,ge1,11,18538,137021,-0.7616595632525279,9127,13424,25625,47751,45013,14431,28.433,65.483,122.608,230.681,267.935,160.344,145.914,3.832936816646515,20.965574012978077,4.658257443096971,2.9375,3.1,2.4
歌,ge1,14,44489,136870,-0.5093819440998241,9863,13619,27780,49333,50278,30461,30.726,66.434,132.919,238.324,299.274,338.456,184.356,3.731993351232926,228.17747422713563,3.6398280712579405,3.625,3.6,2.9
革,ge2,9,166002,54547,0.5053525520405896,27514,135990,33003,15716,7133,1140,85.713,663.366,157.909,75.923,42.458,12.667,173.006,3.759435776303806,795.4055809586283,3.0988657052354824,3.3125,3,3.4
阁,ge2,9,105031,124410,-0.08446180063720085,87254,48968,33752,30386,20829,8318,271.819,238.868,161.493,146.792,123.982,92.422,172.563,3.7605428517890482,25.145826500228306,4.582597625059606,3.5,3.3,3.1
格,ge2,10,100443,346407,-0.5504397448808325,112256,80650,64734,56827,74565,57966,349.707,393.415,309.732,274.527,443.839,644.067,402.548,3.3941048007304837,639.5786305492852,3.193427553323343,3.6875,3.3,3.4
哿,ge3,10,286,205,0.164969450101833,10,20,52,100,157,153,0.031,0.098,0.249,0.483,0.935,1.7,0.583,5.800519085137644,0,6,2.9375,2.6,2.9
舸,ge3,11,6858,2161,0.5207894445060428,116,862,2230,1691,2725,1395,0.361,4.205,10.67,8.169,16.22,15.5,9.188,4.9919110637084225,0,6,3.6875,2.9,3
葛,ge3,12,6821,2400,0.4794490836134909,698,640,863,2624,2829,1573,2.174,3.122,4.129,12.676,16.839,17.478,9.403,4.982841401512185,28.87589795039005,4.5246790326868584,3.1875,3,2.9
各,ge4,6,8858,17353,-0.3241005684636221,11605,4894,3484,3028,2375,846,36.153,23.873,16.67,14.628,14.137,9.4,19.144,4.695854287236212,1388.8728109947072,2.8570249407606574,2.3125,2.7,2.7
根,gen1,10,3150023,628983,0.6671172260642084,1986425,890473,486725,247523,132032,36079,6188.24,4343.771,2328.828,1195.763,785.905,400.878,2540.564,2.5948989497043886,808.7823889178292,3.0916316724663147,3,3,2.6
亘,gen4,6,1267,271,0.647594278283485,67,82,179,411,492,307,0.209,0.4,0.856,1.986,2.929,3.411,1.632,5.579714115058082,3.537136719980964,5.343218133707606,4.0625,2.8,3.5
艮,gen4,6,43223,68203,-0.22418466067165652,58802,24599,14177,9359,4194,336,183.184,119.995,67.833,45.213,24.964,3.733,74.154,4.1240478995521634,0.7717389207231193,5.751600274346808,3.3125,2.5,3
庚,geng1,8,215470,48963,0.6296755699931552,116680,39958,33889,29756,28937,14998,363.489,194.917,162.148,143.749,172.244,166.644,200.532,3.6956559851555255,9.646736509038991,4.972783493944993,3.9375,3.1,3.5
耕,geng1,10,32193,3739,0.7918846710453078,11525,6708,4959,4406,5485,2848,35.903,32.722,23.727,21.285,32.649,31.644,29.655,4.513498679536747,70.5497996694385,4.145391577873166,3.5,3.5,3
赓,geng1,12,5236,169,0.9374653098982424,140,225,602,1565,2069,801,0.436,1.098,2.88,7.56,12.315,8.9,5.532,5.18495382393537,1.9293473018077982,5.533229135550531,3.75,3,3.1
耿,geng3,10,82459,7210,0.839186340875888,8723,7339,12282,21414,26325,12142,27.174,35.8,58.766,103.449,156.696,134.911,86.133,4.059817332895614,15.241843684281607,4.789364673588531,3.6875,3.4,3.3
更,geng4,7,68495,7703,0.7978162156487046,31269,18565,12771,7968,4653,1081,97.411,90.561,61.105,38.493,27.696,12.011,54.546,4.255347210179014,850.4562906368775,3.069837641562145,2.75,2.8,2.8
弓,gong1,3,3101,183,0.8885505481120585,361,348,556,1149,722,148,1.125,1.698,2.66,5.551,4.298,1.644,2.829,5.416914633652312,23.602348658782066,4.609023431073049,2.8125,3,3.3
公,gong1,4,114954,17652,0.7337677028188769,59768,31531,20740,12257,6464,2314,186.193,153.81,99.234,59.213,38.476,25.711,93.773,4.023315371745935,1079.7270616683709,2.9662839735565787,3.25,3.4,3
功,gong1,5,525672,56298,0.806526109593278,244340,124113,96285,61868,37793,17051,761.184,605.429,460.694,298.879,224.958,189.456,423.433,3.3721908567199494,402.6547818872875,3.3939898982902856,3.75,3.4,3.2
攻,gong1,7,425,113,0.5799256505576208,104,61,97,136,103,37,0.324,0.298,0.464,0.657,0.613,0.411,0.461,5.835349784065703,158.33510190169335,3.797688537551789,2.1875,2.2,3.1
宫,gong1,9,2016,591,0.5466052934407365,384,200,304,705,654,358,1.196,0.976,1.455,3.406,3.893,3.978,2.484,5.4579218536643745,91.70830841259735,4.032881343136475,3.125,3.1,3.2
恭,gong1,10,28536,2182,0.857933459209584,13520,4977,3973,3740,2744,1744,42.118,24.278,19.01,18.068,16.333,19.378,23.198,4.616220527608737,22.251805547516607,4.633543317661015,3.375,3.7,3.2
龚,gong1,11,5863,1428,0.6082841859827184,224,343,699,1952,2846,1227,0.698,1.673,3.344,9.43,16.94,13.633,7.62,5.064492734175287,8.296193397773532,5.031694849808287,3.125,3.1,2.9
巩,gong3,6,3490,626,0.6958211856171039,698,499,495,739,1345,340,2.174,2.434,2.368,3.57,8.006,3.778,3.722,5.325874017257292,60.00270108622253,4.214650934811027,3.75,3,3.2
共,gong4,6,7574,1596,0.6519083969465649,4610,1837,1333,795,446,144,14.361,8.961,6.378,3.841,2.655,1.6,6.299,5.136736636349519,675.2715556327295,3.1698788788640777,3.25,3.2,3
勾,gou1,4,7,3,0.4,5,1,3,0,1,0,0.016,0.005,0.014,0,0.006,0,0.007,5.996970529446382,35.7572366601712,4.434657145499988,2.0625,2.3,2.6
钩,gou1,9,861,121,0.7535641547861507,456,165,129,124,78,30,1.421,0.805,0.617,0.599,0.464,0.333,0.707,5.7677664788852665,26.43205803476684,4.561741609106574,2.0625,1.9,2.9
苟,gou3,8,17574,1427,0.8497973790853113,13150,3350,1530,477,354,64,40.966,16.341,7.321,2.304,2.107,0.711,11.625,4.898768613209301,11.576083810846791,4.90045457702453,2.3125,2.4,2.9
